description,class_id
Messenger bags especially adapted for holding electronic book readers,009
"Interactive, motion sensitive electronic announcer for recording and playback of an audio message or instruction",009
"Protective clothing with air-conditioning function by the integration of phase change cooling devices for cooling people, namely, vests for cooling surgeons, nurses and medical personnel",009
Remote control starters for vehicles,009
Mouse mats,009
Circulators in the nature of electronic components,009
"Safety products, namely, reflective safety bands to be worn on the body",009
Blank smart cards,009
Fiber optic cables,009
Neon signs,009
Stills for scientific purposes,009
Downloadable middleware for software application integration,009
Communications servers [computer hardware],009
"Display screen filters adapted for use with {specify type of electronic equipment, e.g., computers, televisions, PC tablets, etc.} [excluding gaming apparatus]",009
Pre-recorded USB flash drives featuring {indicate subject matter},009
Pre-recorded USB cards featuring {indicate subject matter},009
Three dimensional (3D) scanners,009
Electronic personal identification number (PIN) pads,009
"Wireless communication device featuring voice, data and image transmission including voice, text and picture messaging, a video and still image camera, also functional to purchase music, games, video and software applications over the air for downloading to the device",009
Wind socks for indicating wind direction and intensity  [NOTE: Toy or decorative wind socks are in Cl. 28],009
"Downloadable computer software for {specify the function of the software, e.g., use as a spreadsheet, word processing, etc. and, if software is content- or field-specific, the content  or field of use}",009
Precision instruments for manipulation and positioning of microscopic objects,009
Sports' glasses,009
Vehicles breakdown warning lamps,009
Fire resistant gloves,009
Decorative magnets,009
Flashing safety lights,009
Video tapes featuring {indicate subject matter},009
"Pressure regulators for {indicate use} [except for regulators for gas, water or other sanitary installations, which are in Class 11]",009
"Satellite navigational system, namely, a global positioning system (GPS)",009
Fire sprinklers,009
Battery chargers,009
Anti-intrusion alarms,009
Electronic touch sensitive switches,009
Fire trucks,009
Prerecorded video cassettes featuring {indicate subject matter},009
Fingerprint scanners,009
Cleaning cartridges for photocopy machines and computer printers,009
Electronic monitors for monitoring flowmeters,009
"Lights for use with {specify type of camera, e.g., computer, video, etc.} cameras",009
"Multi-function electronic device for use in children's rooms comprising a sound producing function, temperature gauge and also including a clock and nightlight",009
Solar wafers,009
Prerecorded audio tapes featuring music,009
Electronic display interfaces,009
Insulated clothing for protection against accident or injury,009
Optical sensors,009
Electricity router for managing and optimizing energy loads within a building,009
"Wind indicator, namely, powder for use in detecting and analyzing air currents",009
"Wind indicator, namely, smoke for use in detecting and analyzing air currents",009
Computer controls for the operation of machine tools,009
Magnets for industrial purposes,009
Red LED laser pointing devices that contain a subtle energy field,009
"Apparatus for converting thermal energy to electrical energy, namely, thermoelectric converters",009
Prisms for scientific purposes,009
Cases for eyeglasses and sunglasses,009
Computer network hubs,009
"Security devices, namely, mobile image projection device for displaying retinal images",009
"Retinal imaging display device, namely, a device using image projection technology that focuses light onto the retina to create afterimages for the user",009
Computer network switches,009
"Drum units for printers, facsimile machines, scanners, copying machines and multifunction electronic devices for use in copying, printing, scanning, video capture and/or transmitting documents and images",009
"Diving equipment, namely, protective diving shoes",009
Electronic devices for assisting care giving for seniors or people needing assistance comprised of sensors for determining status of person and apparatus for sending electronic alerts to care givers,009
Disposable reusable dispenser syringes for laboratory use,009
Radiation shields for electronic products,009
"Flow regulators for {indicate field of use, e.g. domestic, commercial, agricultural} use",009
Glass tubes for scientific purposes,009
"Electronic testing equipment, namely, sound level meters",009
"Vehicle locating, tracking and security system comprised of an antenna and radio transmitter to be placed in a vehicle",009
Transducers that utilize ultrasonic oscillations to treat and reduce stress and fatigue of metals and metal structures,009
Transducers that utilize ultrasonic oscillations to test for stress and fatigue in metal and metal structures,009
